support,confidence,lift,LHS,RHS
0.16310160427807488,0.9104477611940299,4.25634328358209,"BMI Category=Normal, Steps_bin=Low",Activity_bin=Low
0.08021390374331551,0.8823529411764706,4.230769230769231,"BMI Category=Overweight, Quality_bin=Good",Sleep Disorder=Sleep Apnea
0.08021390374331551,0.8571428571428572,4.218045112781955,"Quality_bin=Good, Sleep Disorder=Sleep Apnea",Age_bin=Old
0.09358288770053476,0.853658536585366,4.200898587933248,"Activity_bin=High, Stress_bin=Low",Age_bin=Old
0.09358288770053476,0.8974358974358975,4.195512820512821,"BMI Category=Normal, SleepDuration_bin=Normal",Activity_bin=Low
0.08823529411764706,0.868421052631579,4.163967611336033,"Activity_bin=High, Age_bin=Old",Sleep Disorder=Sleep Apnea
0.10160427807486631,0.8837209302325582,4.131395348837209,"Age_bin=Young, SleepDuration_bin=Normal",Activity_bin=Low
0.15775401069518716,0.8805970149253731,4.11679104477612,"HR_bin=Normal, Steps_bin=Low",Activity_bin=Low
0.07754010695187166,0.8529411764705883,4.08974358974359,"Gender=Female, Steps_bin=High",Sleep Disorder=Sleep Apnea
0.07754010695187166,0.8529411764705883,4.08974358974359,"Quality_bin=Medium, Steps_bin=High",Sleep Disorder=Sleep Apnea
0.07754010695187166,0.8529411764705883,4.08974358974359,"Steps_bin=High, Stress_bin=High",Sleep Disorder=Sleep Apnea
0.07754010695187166,0.8529411764705883,4.08974358974359,"Activity_bin=High, Steps_bin=High",Sleep Disorder=Sleep Apnea
0.07754010695187166,0.8529411764705883,4.08974358974359,"BP_bin=High, Steps_bin=High",Sleep Disorder=Sleep Apnea
0.14705882352941177,0.873015873015873,4.0813492063492065,"Sleep Disorder=None, Steps_bin=Low",Activity_bin=Low
0.0748663101604278,0.8484848484848484,4.068376068376068,"SleepDuration_bin=Normal, Steps_bin=High",Sleep Disorder=Sleep Apnea
0.08823529411764706,0.868421052631579,4.059868421052632,"SleepDuration_bin=Normal, Steps_bin=Low",Activity_bin=Low
0.15775401069518716,0.8428571428571429,4.041391941391941,"Activity_bin=High, Gender=Female",Sleep Disorder=Sleep Apnea
0.0962566844919786,0.8571428571428571,4.007142857142857,"Gender=Female, Steps_bin=Low",Activity_bin=Low
0.08021390374331551,0.8333333333333334,3.9957264957264957,"BMI Category=Overweight, SleepDuration_bin=Long",Sleep Disorder=Sleep Apnea
0.0962566844919786,0.8181818181818181,3.974025974025974,"Activity_bin=Moderate, Stress_bin=High",Sleep Disorder=Insomnia
0.15775401069518716,0.8082191780821917,3.9256360078277885,"Activity_bin=Moderate, BMI Category=Overweight",Sleep Disorder=Insomnia
0.08288770053475936,0.9117647058823529,3.9195402298850572,"Age_bin=Old, BMI Category=Normal",Steps_bin=Low
0.16310160427807488,0.9104477611940299,3.913878881454795,"Activity_bin=Low, BMI Category=Normal",Steps_bin=Low
0.08021390374331551,0.8333333333333334,3.8958333333333335,"Age_bin=Old, Sleep Disorder=None",Activity_bin=Low
0.08021390374331551,0.7894736842105263,3.8850415512465375,"Sleep Disorder=Sleep Apnea, SleepDuration_bin=Long",Age_bin=Old
0.09893048128342247,0.9736842105263158,3.874020156774916,"BMI Category=Normal, Stress_bin=High",Age_bin=Young
0.0962566844919786,0.9,3.8689655172413793,"Activity_bin=Low, Gender=Female",Steps_bin=Low
0.08823529411764706,0.7857142857142857,3.8665413533834583,"Gender=Female, Steps_bin=Low",Age_bin=Old
0.08823529411764706,0.7857142857142857,3.8665413533834583,"Quality_bin=Good, Steps_bin=Low",Age_bin=Old
0.08823529411764706,0.7857142857142857,3.8665413533834583,"Steps_bin=Low, Stress_bin=Low",Age_bin=Old
0.07754010695187166,0.8055555555555556,3.8625356125356127,Steps_bin=High,Sleep Disorder=Sleep Apnea
0.07754010695187166,0.8055555555555556,3.8625356125356127,"HR_bin=Normal, Steps_bin=High",Sleep Disorder=Sleep Apnea
0.0748663101604278,0.7777777777777778,3.827485380116959,"Sleep Disorder=Sleep Apnea, Steps_bin=Medium",Age_bin=Old
0.15775401069518716,0.7866666666666666,3.820952380952381,"Activity_bin=Moderate, SleepDuration_bin=Normal",Sleep Disorder=Insomnia
0.08288770053475936,0.775,3.813815789473684,"Activity_bin=Low, Gender=Female",Age_bin=Old
0.14705882352941177,0.8870967741935485,3.813496477567668,"Activity_bin=Low, Sleep Disorder=None",Steps_bin=Low
0.17379679144385027,0.9558823529411764,3.803191489361702,"BMI Category=Normal, Quality_bin=Medium",Age_bin=Young
0.09893048128342247,0.9487179487179488,3.7746863066012004,"BMI Category=Normal, SleepDuration_bin=Normal",Age_bin=Young
0.08823529411764706,0.7857142857142857,3.7673992673992673,"Age_bin=Old, BMI Category=Overweight",Sleep Disorder=Sleep Apnea
0.07754010695187166,0.8055555555555556,3.7659722222222225,"Sleep Disorder=None, Stress_bin=High",Activity_bin=Low
0.08823529411764706,0.8048780487804879,3.762804878048781,"Age_bin=Young, Steps_bin=Low",Activity_bin=Low
0.09090909090909091,0.9444444444444445,3.757683215130024,"Activity_bin=Low, Quality_bin=Medium",Age_bin=Young
0.0855614973262032,0.7804878048780488,3.742338961851157,"Activity_bin=High, Stress_bin=Low",Sleep Disorder=Sleep Apnea
0.16042780748663102,0.7692307692307693,3.7362637362637368,"SleepDuration_bin=Normal, Steps_bin=Medium",Sleep Disorder=Insomnia
0.10962566844919786,0.9318181818181818,3.707446808510638,"Activity_bin=Low, Stress_bin=High",Age_bin=Young
0.0855614973262032,0.7619047619047619,3.7006802721088436,"BMI Category=Overweight, Gender=Male",Sleep Disorder=Insomnia
0.03208556149732621,0.8571428571428573,3.6847290640394093,"HR_bin=Elevated, Stress_bin=High",Steps_bin=Low
0.09893048128342247,0.925,3.6803191489361704,"Activity_bin=Low, Gender=Male",Age_bin=Young
0.15775401069518716,0.855072463768116,3.675828752290521,"Activity_bin=Low, HR_bin=Normal",Steps_bin=Low
0.18181818181818182,0.8500000000000001,3.6540229885057474,Activity_bin=Low,Steps_bin=Low
0.18181818181818182,0.8500000000000001,3.6540229885057474,"Activity_bin=Low, BP_bin=High",Steps_bin=Low
0.18181818181818182,0.7816091954022988,3.654022988505747,Steps_bin=Low,Activity_bin=Low
0.18181818181818182,0.7816091954022988,3.654022988505747,"BP_bin=High, Steps_bin=Low",Activity_bin=Low
0.09358288770053476,0.7608695652173912,3.6482720178372348,"Gender=Female, Stress_bin=High",Sleep Disorder=Sleep Apnea
0.09358288770053476,0.7446808510638298,3.617021276595745,"Steps_bin=Medium, Stress_bin=High",Sleep Disorder=Insomnia
0.16310160427807488,0.7439024390243903,3.6132404181184676,"Activity_bin=Moderate, Quality_bin=Medium",Sleep Disorder=Insomnia
0.08021390374331551,0.8333333333333334,3.582375478927203,"Age_bin=Old, Sleep Disorder=None",Steps_bin=Low
0.053475935828877004,0.8333333333333333,3.5823754789272026,HR_bin=Elevated,Steps_bin=Low
0.053475935828877004,0.8333333333333333,3.5823754789272026,"BP_bin=High, HR_bin=Elevated",Steps_bin=Low
0.0855614973262032,0.7619047619047619,3.5619047619047617,"Quality_bin=Good, Steps_bin=Low",Activity_bin=Low
0.0855614973262032,0.7619047619047619,3.5619047619047617,"Steps_bin=Low, Stress_bin=Low",Activity_bin=Low
0.0748663101604278,0.7368421052631579,3.5330634278002697,"Age_bin=Old, Steps_bin=Medium",Sleep Disorder=Sleep Apnea
0.08823529411764706,0.717391304347826,3.530320366132723,"SleepDuration_bin=Long, Steps_bin=Low",Age_bin=Old
0.0962566844919786,0.8181818181818181,3.5172413793103443,"Activity_bin=Low, Stress_bin=High",Steps_bin=Low
0.10160427807486631,0.8837209302325582,3.516081147946561,"Activity_bin=Low, SleepDuration_bin=Normal",Age_bin=Young
0.06951871657754011,0.7428571428571429,3.472857142857143,"Quality_bin=Medium, Steps_bin=Low",Activity_bin=Low
0.0855614973262032,0.7999999999999999,3.4390804597701146,"Activity_bin=Low, Gender=Male",Steps_bin=Low
0.08288770053475936,0.8611111111111112,3.4261229314420807,"Sleep Disorder=None, Stress_bin=High",Age_bin=Young
0.08823529411764706,0.8461538461538463,3.366612111292963,"Quality_bin=Medium, SleepDuration_bin=Long",Age_bin=Young
0.08823529411764706,0.8461538461538463,3.366612111292963,"Steps_bin=Low, Stress_bin=High",Age_bin=Young
0.17914438502673796,0.8375,3.3321808510638298,"Quality_bin=Medium, Sleep Disorder=None",Age_bin=Young
0.0855614973262032,0.7111111111111111,3.3244444444444445,"Gender=Male, Steps_bin=Low",Activity_bin=Low
0.10427807486631016,1.0,3.3097345132743365,"Quality_bin=Medium, SleepDuration_bin=Long",Stress_bin=Medium
0.08823529411764706,0.7674418604651163,3.2991178829190058,"Age_bin=Young, Stress_bin=High",Steps_bin=Low
0.08823529411764706,0.7674418604651163,3.2991178829190058,"Activity_bin=Low, Age_bin=Young",Steps_bin=Low
0.08823529411764706,0.7674418604651163,3.2991178829190058,"Activity_bin=Low, SleepDuration_bin=Normal",Steps_bin=Low
0.07754010695187166,0.7631578947368421,3.280701754385965,"BMI Category=Normal, Stress_bin=High",Steps_bin=Low
0.09893048128342247,0.8222222222222223,3.2713947990543737,"Gender=Male, Steps_bin=Low",Age_bin=Young
0.0855614973262032,0.6956521739130435,3.252173913043478,"SleepDuration_bin=Long, Steps_bin=Low",Activity_bin=Low
0.08288770053475936,0.8157894736842105,3.245800671892497,"SleepDuration_bin=Normal, Steps_bin=Low",Age_bin=Young
0.0855614973262032,0.9696969696969696,3.2094395280235988,"Activity_bin=High, Age_bin=Young",Stress_bin=Medium
0.07754010695187166,0.7435897435897436,3.1965811965811963,"BMI Category=Normal, SleepDuration_bin=Normal",Steps_bin=Low
0.0748663101604278,0.7999999999999999,3.182978723404255,"Quality_bin=Medium, Steps_bin=Low",Age_bin=Young
0.17379679144385027,0.9558823529411764,3.163716814159292,"Activity_bin=High, Gender=Male",Stress_bin=Medium
0.08288770053475936,0.6739130434782609,3.1505434782608694,"Sleep Disorder=None, SleepDuration_bin=Normal",Activity_bin=Low
0.09358288770053476,1.0,3.1166666666666667,"Sleep Disorder=Sleep Apnea, SleepDuration_bin=Normal",Stress_bin=High
0.09090909090909091,1.0,3.1166666666666667,"Quality_bin=Medium, Steps_bin=High",Stress_bin=High
0.09090909090909091,1.0,3.1166666666666667,"BP_bin=High, Steps_bin=High",Stress_bin=High
0.08823529411764706,1.0,3.1166666666666667,"SleepDuration_bin=Normal, Steps_bin=High",Stress_bin=High
0.0855614973262032,1.0,3.1166666666666667,"BMI Category=Overweight, Steps_bin=High",Stress_bin=High
0.08288770053475936,1.0,3.1166666666666667,"Activity_bin=High, SleepDuration_bin=Normal",Stress_bin=High
0.07754010695187166,1.0,3.1166666666666667,"Sleep Disorder=Sleep Apnea, Steps_bin=High",Stress_bin=High
0.07754010695187166,1.0,3.1166666666666667,"Age_bin=Middle, Steps_bin=High",Stress_bin=High
0.03208556149732621,1.0,3.1166666666666667,Quality_bin=Poor,Stress_bin=High
0.03208556149732621,1.0,3.1166666666666667,"Activity_bin=Low, Quality_bin=Poor",Stress_bin=High
0.03208556149732621,1.0,3.1166666666666667,"BP_bin=High, Quality_bin=Poor",Stress_bin=High
0.0962566844919786,0.7826086956521738,3.113783533765032,"Sleep Disorder=None, SleepDuration_bin=Normal",Age_bin=Young
0.06951871657754011,0.7222222222222222,3.1047254150702424,"Activity_bin=Low, Quality_bin=Medium",Steps_bin=Low
0.08288770053475936,0.7209302325581395,3.0991713445602778,"Age_bin=Young, SleepDuration_bin=Normal",Steps_bin=Low
0.17647058823529413,0.6285714285714286,3.093233082706767,"Gender=Female, Quality_bin=Good",Age_bin=Old
0.10160427807486631,0.7755102040816327,3.085540599218411,"Quality_bin=Medium, Stress_bin=Medium",Age_bin=Young
0.17914438502673796,0.6261682242990655,3.081406787998033,"Gender=Female, SleepDuration_bin=Long",Age_bin=Old
0.17379679144385027,0.9285714285714286,3.0733249051833127,"Activity_bin=High, BMI Category=Normal",Stress_bin=Medium
0.10160427807486631,0.9743589743589743,3.0367521367521366,"BMI Category=Normal, SleepDuration_bin=Normal",Stress_bin=High
0.1711229946524064,0.6153846153846153,3.0283400809716596,"BP_bin=High, Stress_bin=Low",Age_bin=Old
0.18983957219251338,0.9594594594594594,2.990315315315315,"Gender=Male, SleepDuration_bin=Normal",Stress_bin=High
0.10962566844919786,0.9534883720930232,2.9717054263565887,"Activity_bin=Low, Age_bin=Young",Stress_bin=High
0.10160427807486631,0.9500000000000001,2.9608333333333334,"Activity_bin=Low, Gender=Male",Stress_bin=High
0.0962566844919786,0.9473684210526315,2.952631578947368,"SleepDuration_bin=Normal, Steps_bin=Low",Stress_bin=High
0.09090909090909091,0.9444444444444445,2.943518518518519,Steps_bin=High,Stress_bin=High
0.09090909090909091,0.9444444444444445,2.943518518518519,"HR_bin=Normal, Steps_bin=High",Stress_bin=High
0.0855614973262032,0.9411764705882352,2.9333333333333327,"Gender=Female, Steps_bin=High",Stress_bin=High
0.0855614973262032,0.9411764705882352,2.9333333333333327,"Activity_bin=High, Steps_bin=High",Stress_bin=High
0.2647058823529412,0.8839285714285715,2.9255689001264225,"Gender=Male, SleepDuration_bin=Long",Stress_bin=Medium
0.06417112299465241,0.6666666666666667,2.8659003831417627,"Sleep Disorder=None, Stress_bin=High",Steps_bin=Low
0.08823529411764706,0.9166666666666667,2.8569444444444447,"Quality_bin=Medium, Sleep Disorder=Sleep Apnea",Stress_bin=High
0.10427807486631016,0.9069767441860465,2.8267441860465112,"Activity_bin=Low, SleepDuration_bin=Normal",Stress_bin=High
0.16042780748663102,0.8450704225352113,2.796958743612115,"Activity_bin=High, Sleep Disorder=None",Stress_bin=Medium
0.0855614973262032,0.8888888888888888,2.77037037037037,"Activity_bin=Low, Quality_bin=Medium",Stress_bin=High
0.10160427807486631,0.8837209302325582,2.7542635658914727,"Age_bin=Young, SleepDuration_bin=Normal",Stress_bin=High
0.1657754010695187,0.8266666666666667,2.736047197640118,"Gender=Male, Quality_bin=Good",Stress_bin=Medium
0.09090909090909091,1.0,2.710144927536232,"Gender=Female, Steps_bin=High",Activity_bin=High
0.09090909090909091,1.0,2.710144927536232,"BMI Category=Overweight, Quality_bin=Good",Activity_bin=High
0.08823529411764706,1.0,2.710144927536232,"Age_bin=Old, Sleep Disorder=Sleep Apnea",Activity_bin=High
0.0855614973262032,1.0,2.710144927536232,"BMI Category=Overweight, Steps_bin=High",Activity_bin=High
0.07754010695187166,1.0,2.710144927536232,"Sleep Disorder=Sleep Apnea, Steps_bin=High",Activity_bin=High
0.07754010695187166,1.0,2.710144927536232,"Age_bin=Middle, Steps_bin=High",Activity_bin=High
0.0962566844919786,0.8571428571428571,2.6714285714285713,"BMI Category=Overweight, Gender=Male",Stress_bin=High
0.09358288770053476,0.853658536585366,2.660569105691057,"Gender=Male, Sleep Disorder=Insomnia",Stress_bin=High
0.17647058823529413,1.0,2.652482269503546,"Age_bin=Old, Quality_bin=Good",Stress_bin=Low
0.11229946524064172,1.0,2.652482269503546,"Quality_bin=Good, Steps_bin=Low",Stress_bin=Low
0.09090909090909091,1.0,2.652482269503546,"BMI Category=Overweight, Quality_bin=Good",Stress_bin=Low
0.08823529411764706,1.0,2.652482269503546,"Age_bin=Old, Steps_bin=Low",Stress_bin=Low
0.0855614973262032,1.0,2.652482269503546,"Activity_bin=Low, SleepDuration_bin=Long",Stress_bin=Low
0.0855614973262032,1.0,2.652482269503546,"Activity_bin=Low, Quality_bin=Good",Stress_bin=Low
0.08288770053475936,1.0,2.652482269503546,"Activity_bin=Low, Age_bin=Old",Stress_bin=Low
0.0855614973262032,0.9696969696969696,2.6280193236714977,"Sleep Disorder=Sleep Apnea, Stress_bin=Low",Activity_bin=High
0.17647058823529413,0.9850746268656717,2.612892981899016,"Age_bin=Old, SleepDuration_bin=Long",Stress_bin=Low
0.27540106951871657,0.9809523809523809,2.6019587977034786,"Gender=Female, Quality_bin=Good",Stress_bin=Low
0.08021390374331551,0.8333333333333334,2.5972222222222223,"Age_bin=Middle, Sleep Disorder=Sleep Apnea",Stress_bin=High
0.0962566844919786,0.7826086956521738,2.590227010388611,"Age_bin=Young, SleepDuration_bin=Long",Stress_bin=Medium
0.07754010695187166,0.8285714285714286,2.5823809523809524,"Quality_bin=Medium, Steps_bin=Low",Stress_bin=High
0.09358288770053476,0.9722222222222222,2.578802206461781,"Age_bin=Old, Sleep Disorder=None",Stress_bin=Low
0.18716577540106952,0.6481481481481481,2.578802206461781,"Gender=Male, Quality_bin=Medium",Age_bin=Young
0.08823529411764706,0.9705882352941176,2.574468085106383,"Age_bin=Old, BMI Category=Normal",Stress_bin=Low
0.09090909090909091,0.9444444444444445,2.559581320450886,Steps_bin=High,Activity_bin=High
0.09090909090909091,0.9444444444444445,2.559581320450886,"BMI Category=Overweight, SleepDuration_bin=Long",Activity_bin=High
0.09090909090909091,0.9444444444444445,2.559581320450886,"HR_bin=Normal, Steps_bin=High",Activity_bin=High
0.08823529411764706,0.942857142857143,2.5552795031055906,"Quality_bin=Good, Sleep Disorder=Sleep Apnea",Activity_bin=High
0.27540106951871657,0.9626168224299065,2.5533240538211706,"Gender=Female, SleepDuration_bin=Long",Stress_bin=Low
0.0855614973262032,0.9411764705882352,2.550724637681159,"Quality_bin=Medium, Steps_bin=High",Activity_bin=High
0.0855614973262032,0.9411764705882352,2.550724637681159,"Steps_bin=High, Stress_bin=High",Activity_bin=High
0.0855614973262032,0.9411764705882352,2.550724637681159,"BP_bin=High, Steps_bin=High",Activity_bin=High
0.08288770053475936,0.9393939393939393,2.5458937198067635,"SleepDuration_bin=Normal, Steps_bin=High",Activity_bin=High
0.10427807486631016,0.7647058823529412,2.530973451327434,"Age_bin=Young, Steps_bin=Medium",Stress_bin=Medium
0.08823529411764706,1.0,2.5270270270270268,"Age_bin=Old, Sleep Disorder=Sleep Apnea",BMI Category=Overweight
0.0855614973262032,1.0,2.5270270270270268,"Activity_bin=High, Stress_bin=High",BMI Category=Overweight
0.08288770053475936,1.0,2.5270270270270268,"Activity_bin=High, SleepDuration_bin=Normal",BMI Category=Overweight
0.07754010695187166,1.0,2.5270270270270268,"Sleep Disorder=Sleep Apnea, Steps_bin=High",BMI Category=Overweight
0.07754010695187166,1.0,2.5270270270270268,"Age_bin=Middle, Steps_bin=High",BMI Category=Overweight
0.06684491978609626,1.0,2.5270270270270268,"SleepDuration_bin=Normal, Stress_bin=Low",BMI Category=Overweight
0.06684491978609626,1.0,2.5270270270270268,"Quality_bin=Medium, Stress_bin=Low",BMI Category=Overweight
0.09893048128342247,0.9487179487179488,2.5164575377341336,"BP_bin=Normal, Gender=Female",Stress_bin=Low
0.1711229946524064,1.0,2.51006711409396,"BMI Category=Overweight, Sleep Disorder=Insomnia",SleepDuration_bin=Normal
0.11764705882352941,1.0,2.51006711409396,"Activity_bin=Moderate, Stress_bin=High",SleepDuration_bin=Normal
0.10160427807486631,1.0,2.51006711409396,"BMI Category=Normal, Stress_bin=High",SleepDuration_bin=Normal
0.0962566844919786,1.0,2.51006711409396,"Sleep Disorder=None, Stress_bin=High",SleepDuration_bin=Normal
0.0962566844919786,1.0,2.51006711409396,"Activity_bin=Low, Quality_bin=Medium",SleepDuration_bin=Normal
0.06684491978609626,1.0,2.51006711409396,"Quality_bin=Medium, Stress_bin=Low",SleepDuration_bin=Normal
0.08823529411764706,0.8048780487804879,2.508536585365854,"Age_bin=Young, Steps_bin=Low",Stress_bin=High
0.09090909090909091,0.9444444444444445,2.505122143420016,"BMI Category=Overweight, SleepDuration_bin=Long",Stress_bin=Low
0.16310160427807488,0.9242424242424243,2.5048309178743966,"HR_bin=Normal, Sleep Disorder=Sleep Apnea",Activity_bin=High
0.08823529411764706,0.942857142857143,2.5009118541033435,"Quality_bin=Good, Sleep Disorder=Sleep Apnea",Stress_bin=Low
0.17914438502673796,0.9852941176470588,2.4898648648648645,"Age_bin=Middle, Stress_bin=High",BMI Category=Overweight
0.28609625668449196,0.9907407407407407,2.486825751926423,"Quality_bin=Medium, Stress_bin=High",SleepDuration_bin=Normal
0.2807486631016043,0.9905660377358491,2.486387235659111,"HR_bin=Normal, Stress_bin=High",SleepDuration_bin=Normal
0.2540106951871658,0.9793814432989693,2.474923376985233,"Age_bin=Middle, SleepDuration_bin=Normal",BMI Category=Overweight
0.17914438502673796,0.9852941176470588,2.4731543624161074,"Age_bin=Middle, Stress_bin=High",SleepDuration_bin=Normal
0.09893048128342247,0.9736842105263158,2.4605263157894735,"Age_bin=Old, Steps_bin=Medium",BMI Category=Overweight
0.15775401069518716,0.9076923076923077,2.4599777034559644,"BMI Category=Overweight, Sleep Disorder=Sleep Apnea",Activity_bin=High
0.09893048128342247,0.925,2.4535460992907803,"BP_bin=Normal, SleepDuration_bin=Long",Stress_bin=Low
0.09893048128342247,0.925,2.4535460992907803,"BP_bin=Normal, Quality_bin=Good",Stress_bin=Low
0.11497326203208556,0.9772727272727273,2.453020134228188,"Sleep Disorder=Insomnia, Stress_bin=High",SleepDuration_bin=Normal
0.09358288770053476,0.9210526315789473,2.4430757745427396,"Activity_bin=High, Age_bin=Old",Stress_bin=Low
0.18983957219251338,0.9726027397260274,2.4412981520639883,"Activity_bin=Moderate, BMI Category=Overweight",SleepDuration_bin=Normal
0.28342245989304815,0.9724770642201835,2.4409826981097225,"BMI Category=Overweight, Quality_bin=Medium",SleepDuration_bin=Normal
0.0962566844919786,0.7826086956521738,2.4391304347826086,"Sleep Disorder=None, SleepDuration_bin=Normal",Stress_bin=High
0.08823529411764706,0.9705882352941176,2.436241610738255,"Quality_bin=Medium, Steps_bin=High",SleepDuration_bin=Normal
0.08823529411764706,0.9705882352941176,2.436241610738255,"Steps_bin=High, Stress_bin=High",SleepDuration_bin=Normal
0.08823529411764706,0.9705882352941176,2.436241610738255,"BP_bin=High, Steps_bin=High",SleepDuration_bin=Normal
0.1711229946524064,0.9696969696969696,2.4340044742729305,"Quality_bin=Medium, Sleep Disorder=Insomnia",SleepDuration_bin=Normal
0.08288770053475936,0.96875,2.4316275167785237,"BMI Category=Overweight, Steps_bin=High",SleepDuration_bin=Normal
0.08288770053475936,0.96875,2.4316275167785237,"Activity_bin=High, Stress_bin=High",SleepDuration_bin=Normal
0.08823529411764706,0.9166666666666667,2.431442080378251,"Age_bin=Middle, BP_bin=Normal",Stress_bin=Low
0.09090909090909091,0.8947368421052632,2.4248665141113657,"Sleep Disorder=Sleep Apnea, SleepDuration_bin=Long",Activity_bin=High
0.18983957219251338,0.9594594594594594,2.424579985390796,"Gender=Female, Quality_bin=Medium",BMI Category=Overweight
0.0748663101604278,0.9655172413793102,2.4235130756769263,"Sleep Disorder=Sleep Apnea, Steps_bin=High",SleepDuration_bin=Normal
0.0748663101604278,0.9655172413793102,2.4235130756769263,"Age_bin=Middle, Steps_bin=High",SleepDuration_bin=Normal
0.11229946524064172,0.9130434782608695,2.4218316373728026,"SleepDuration_bin=Long, Steps_bin=Low",Stress_bin=Low
0.20053475935828877,0.9615384615384616,2.4135260712441924,"BMI Category=Overweight, Stress_bin=High",SleepDuration_bin=Normal
0.08021390374331551,0.9090909090909091,2.4113475177304964,"Age_bin=Old, Sleep Disorder=Sleep Apnea",Stress_bin=Low
0.2540106951871658,0.9595959595959597,2.4086502609992544,"Age_bin=Middle, BMI Category=Overweight",SleepDuration_bin=Normal
0.18983957219251338,0.9594594594594594,2.408307636495556,"Gender=Female, Quality_bin=Medium",SleepDuration_bin=Normal
0.18983957219251338,0.9594594594594594,2.408307636495556,"Gender=Male, Stress_bin=High",SleepDuration_bin=Normal
0.2807486631016043,0.7720588235294118,2.40625,"HR_bin=Normal, SleepDuration_bin=Normal",Stress_bin=High
0.12032085561497326,0.9574468085106382,2.40325574753677,"Steps_bin=Medium, Stress_bin=High",SleepDuration_bin=Normal
0.2540106951871658,0.95,2.4006756756756755,"Age_bin=Middle, Quality_bin=Medium",BMI Category=Overweight
0.06684491978609626,1.0,2.3974358974358974,"SleepDuration_bin=Normal, Stress_bin=Low",Activity_bin=Moderate
